objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Itahari Upamahanagarpalika,SUNSARI,Itahari,Upamahanagarpalika,1,6,69,11306,524 1 06 2 002,NP0106202,acc_com_radio,13591,Radio,,Access to Communication,
,Barah Nagarpalika,SUNSARI,Barah,Nagarpalika,1,6,60,11302,524 1 06 3 001,NP0106301,acc_com_radio,7522,Radio,,Access to Communication,
,Ramdhuni Nagarpalika,SUNSARI,Ramdhuni,Nagarpalika,1,6,71,11305,524 1 06 3 002,NP0106302,acc_com_radio,4225,Radio,,Access to Communication,
,Inaruwa Nagarpalika,SUNSARI,Inaruwa,Nagarpalika,1,6,68,11309,524 1 06 3 003,NP0106303,acc_com_radio,5738,Radio,,Access to Communication,
,Duhabi Nagarpalika,SUNSARI,Duhabi,Nagarpalika,1,6,65,11307,524 1 06 3 004,NP0106304,acc_com_radio,4020,Radio,,Access to Communication,
,Koshi Gaunpalika,SUNSARI,Koshi,Gaunpalika,1,6,70,11303,524 1 06 4 001,NP0106401,acc_com_radio,2419,Radio,,Access to Communication,
,Bhokraha Gaunpalika,SUNSARI,Bhokraha,Gaunpalika,1,6,62,11304,524 1 06 4 002,NP0106402,acc_com_radio,1854,Radio,,Access to Communication,
,Gadhi Gaunpalika,SUNSARI,Gadhi,Gaunpalika,1,6,66,11308,524 1 06 4 003,NP0106403,acc_com_radio,2344,Radio,,Access to Communication,
,Harinagara Gaunpalika,SUNSARI,Harinagara,Gaunpalika,1,6,67,11310,524 1 06 4 004,NP0106404,acc_com_radio,1806,Radio,,Access to Communication,
,Dewanganj Gaunpalika,SUNSARI,Dewanganj,Gaunpalika,1,6,63,11311,524 1 06 4 005,NP0106405,acc_com_radio,1759,Radio,,Access to Communication,
,Barju Gaunpalika,SUNSARI,Barju,Gaunpalika,1,6,61,11312,524 1 06 4 006,NP0106406,acc_com_radio,2075,Radio,,Access to Communication,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SUNSARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,6,72,99979,524 1 06 5 995,NP0106595,acc_com_radio,0,Radio,,Access to Communication,
,Mahalaxmi Nagarpalika,DHANKUTA,Mahalaxmi,Nagarpalika,1,7,77,10701,524 1 07 3 001,NP0107301,acc_com_radio,2964,Radio,,Access to Communication,
,Pakhribas Nagarpalika,DHANKUTA,Pakhribas,Nagarpalika,1,7,78,10702,524 1 07 3 002,NP0107302,acc_com_radio,3379,Radio,,Access to Communication,
,Dhankuta Nagarpalika,DHANKUTA,Dhankuta,Nagarpalika,1,7,75,10704,524 1 07 3 003,NP0107303,acc_com_radio,6110,Radio,,Access to Communication,
,Khalsa Chhintang Shahidbhumi Gaunpalika,DHANKUTA,Khalsa Chhintang Shahidbhumi,Gaunpalika,1,7,76,10705,524 1 07 4 001,NP0107401,acc_com_radio,2178,Radio,,Access to Communication,
,Chhathar Jorpati Gaunpalika,DHANKUTA,Chhathar Jorpati,Gaunpalika,1,7,74,10703,524 1 07 4 002,NP0107402,acc_com_radio,2483,Radio,,Access to Communication,
,Sangurigadhi Gaunpalika,DHANKUTA,Sangurigadhi,Gaunpalika,1,7,79,10706,524 1 07 4 003,NP0107403,acc_com_radio,2868,Radio,,Access to Communication,
,Chaubise Gaunpalika,DHANKUTA,Chaubise,Gaunpalika,1,7,73,10707,524 1 07 4 004,NP0107404,acc_com_radio,2952,Radio,,Access to Communication,
,Laligurans Nagarpalika,TERHATHUM,Laligurans,Nagarpalika,1,8,82,10805,524 1 08 3 001,NP0108301,acc_com_radio,2160,Radio,,Access to Communication,
,Myanglung Nagarpalika,TERHATHUM,Myanglung,Nagarpalika,1,8,84,10804,524 1 08 3 002,NP0108302,acc_com_radio,3199,Radio,,Access to Communication,
,Menchayam Gaunpalika,TERHATHUM,Menchayam,Gaunpalika,1,8,83,10803,524 1 08 4 001,NP0108401,acc_com_radio,1187,Radio,,Access to Communication,
,Phedap Gaunpalika,TERHATHUM,Phedap,Gaunpalika,1,8,85,10802,524 1 08 4 002,NP0108402,acc_com_radio,2601,Radio,,Access to Communication,
,Aathrai Gaunpalika,TERHATHUM,Aathrai,Gaunpalika,1,8,80,10801,524 1 08 4 003,NP0108403,acc_com_radio,3057,Radio,,Access to Communication,
,Chhathar Gaunpalika,TERHATHUM,Chhathar,Gaunpalika,1,8,81,10806,524 1 08 4 004,NP0108404,acc_com_radio,2325,Radio,,Access to Communication,
,Khandbari Nagarpalika,SANKHUWASABHA,Khandbari,Nagarpalika,1,9,90,10206,524 1 09 3 001,NP0109301,acc_com_radio,4658,Radio,,Access to Communication,
,Panchakhapan Nagarpalika,SANKHUWASABHA,Panchakhapan,Nagarpalika,1,9,93,10207,524 1 09 3 002,NP0109302,acc_com_radio,2164,Radio,,Access to Communication,
,Chainpur Nagarpalika,SANKHUWASABHA,Chainpur,Nagarpalika,1,9,87,10208,524 1 09 3 003,NP0109303,acc_com_radio,3826,Radio,,Access to Communication,
,Dharmadevi Nagarpalika,SANKHUWASABHA,Dharmadevi,Nagarpalika,1,9,89,10210,524 1 09 3 004,NP0109304,acc_com_radio,2306,Radio,,Access to Communication,
,Madi Nagarpalika,SANKHUWASABHA,Madi,Nagarpalika,1,9,91,10209,524 1 09 3 005,NP0109305,acc_com_radio,2130,Radio,,Access to Communication,
,Makalu Gaunpalika,SANKHUWASABHA,Makalu,Gaunpalika,1,9,92,10202,524 1 09 4 001,NP0109401,acc_com_radio,1920,Radio,,Access to Communication,
,Bhotkhola Gaunpalika,SANKHUWASABHA,Bhotkhola,Gaunpalika,1,9,86,10201,524 1 09 4 002,NP0109402,acc_com_radio,621,Radio,,Access to Communication,
,Silichong Gaunpalika,SANKHUWASABHA,Silichong,Gaunpalika,1,9,95,10203,524 1 09 4 003,NP0109403,acc_com_radio,1525,Radio,,Access to Communication,
,Chichila Gaunpalika,SANKHUWASABHA,Chichila,Gaunpalika,1,9,88,10204,524 1 09 4 004,NP0109404,acc_com_radio,1027,Radio,,Access to Communication,
,Sabhapokhari Gaunpalika,SANKHUWASABHA,Sabhapokhari,Gaunpalika,1,9,94,10205,524 1 09 4 005,NP0109405,acc_com_radio,1491,Radio,,Access to Communication,
,Shadananda Nagarpalika,BHOJPUR,Shadananda,Nagarpalika,1,10,103,10601,524 1 10 3 001,NP0110301,acc_com_radio,4481,Radio,,Access to Communication,
,Bhojpur Nagarpalika,BHOJPUR,Bhojpur,Nagarpalika,1,10,98,10604,524 1 10 3 002,NP0110302,acc_com_radio,4291,Radio,,Access to Communication,
,Salpasilichho Gaunpalika,BHOJPUR,Salpasilichho,Gaunpalika,1,10,102,10602,524 1 10 4 001,NP0110401,acc_com_radio,1740,Radio,,Access to Communication,
,Tyamkemaiyung Gaunpalika,BHOJPUR,Tyamkemaiyung,Gaunpalika,1,10,104,10603,524 1 10 4 002,NP0110402,acc_com_radio,2507,Radio,,Access to Communication,
,Arun Gaunpalika,BHOJPUR,Arun,Gaunpalika,1,10,97,10605,524 1 10 4 003,NP0110403,acc_com_radio,2350,Radio,,Access to Communication,
,Ramprasad Rai Gaunpalika,BHOJPUR,Ramprasad Rai,Gaunpalika,1,10,101,10607,524 1 10 4 004,NP0110404,acc_com_radio,2414,Radio,,Access to Communication,
,Pauwadungma Gaunpalika,BHOJPUR,Pauwadungma,Gaunpalika,1,10,100,10606,524 1 10 4 005,NP0110405,acc_com_radio,2035,Radio,,Access to Communication,
,Aamchowk Gaunpalika,BHOJPUR,Aamchowk,Gaunpalika,1,10,96,10609,524 1 10 4 006,NP0110406,acc_com_radio,2141,Radio,,Access to Communication,
,Hatuwagadhi Gaunpalika,BHOJPUR,Hatuwagadhi,Gaunpalika,1,10,99,10608,524 1 10 4 007,NP0110407,acc_com_radio,2367,Radio,,Access to Communication,
,Solududhakunda Nagarpalika,SOLUKHUMBU,Solududhakunda,Nagarpalika,1,11,111,10307,524 1 11 3 001,NP0111301,acc_com_radio,3791,Radio,,Access to Communication,
,Khumbupasanglahmu Gaunpalika,SOLUKHUMBU,Khumbupasanglahmu,Gaunpalika,1,11,107,10301,524 1 11 4 001,NP0111401,acc_com_radio,1445,Radio,,Access to Communication,
,Mahakulung Gaunpalika,SOLUKHUMBU,Mahakulung,Gaunpalika,1,11,109,10302,524 1 11 4 002,NP0111402,acc_com_radio,1680,Radio,,Access to Communication,
,Likhupike Gaunpalika,SOLUKHUMBU,Likhupike,Gaunpalika,1,11,108,10308,524 1 11 4 003,NP0111403,acc_com_radio,971,Radio,,Access to Communication,
,Dudhkoshi Gaunpalika,SOLUKHUMBU,Dudhkoshi,Gaunpalika,1,11,106,10304,524 1 11 4 004,NP0111404,acc_com_radio,1879,Radio,,Access to Communication,
,Nechasalyan Gaunpalika,SOLUKHUMBU,Nechasalyan,Gaunpalika,1,11,110,10306,524 1 11 4 005,NP0111405,acc_com_radio,2601,Radio,,Access to Communication,
,Dudhkaushika Gaunpalika,SOLUKHUMBU,Dudhkaushika,Gaunpalika,1,11,105,10305,524 1 11 4 006,NP0111406,acc_com_radio,2772,Radio,,Access to Communication,
,Sotang Gaunpalika,SOLUKHUMBU,Sotang,Gaunpalika,1,11,112,10303,524 1 11 4 007,NP0111407,acc_com_radio,1536,Radio,,Access to Communication,
,Halesi Tuwachung Nagarpalika,KHOTANG,Halesi Tuwachung,Nagarpalika,1,12,124,10504,524 1 12 3 001,NP0112301,acc_com_radio,3478,Radio,,Access to Communication,
,Rupakot Majhuwagadhi Nagarpalika,KHOTANG,Rupakot Majhuwagadhi,Nagarpalika,1,12,129,10505,524 1 12 3 002,NP0112302,acc_com_radio,6650,Radio,,Access to Communication,
,Ainselukhark Gaunpalika,KHOTANG,Ainselukhark,Gaunpalika,1,12,121,10502,524 1 12 4 001,NP0112401,acc_com_radio,2394,Radio,,Access to Communication,
,Kepilasagadhi Gaunpalika,KHOTANG,Kepilasagadhi,Gaunpalika,1,12,126,10501,524 1 12 4 002,NP0112402,acc_com_radio,1689,Radio,,Access to Communication,
,Lamidanda Gaunpalika,KHOTANG,Lamidanda,Gaunpalika,1,12,128,10503,524 1 12 4 003,NP0112403,acc_com_radio,1790,Radio,,Access to Communication,
,Diprung Gaunpalika,KHOTANG,Diprung,Gaunpalika,1,12,123,10507,524 1 12 4 004,NP0112404,acc_com_radio,2749,Radio,,Access to Communication,
,Sakela Gaunpalika,KHOTANG,Sakela,Gaunpalika,1,12,130,10506,524 1 12 4 005,NP0112405,acc_com_radio,1760,Radio,,Access to Communication,
,Khotehang Gaunpalika,KHOTANG,Khotehang,Gaunpalika,1,12,127,10508,524 1 12 4 006,NP0112406,acc_com_radio,2903,Radio,,Access to Communication,
,Barahapokhari Gaunpalika,KHOTANG,Barahapokhari,Gaunpalika,1,12,122,10510,524 1 12 4 007,NP0112407,acc_com_radio,1465,Radio,,Access to Communication,
,Jantedhunga Gaunpalika,KHOTANG,Jantedhunga,Gaunpalika,1,12,125,10509,524 1 12 4 008,NP0112408,acc_com_radio,1912,Radio,,Access to Communication,
,Siddhicharan Nagarpalika,OKHALDHUNGA,Siddhicharan,Nagarpalika,1,13,119,10402,524 1 13 3 001,NP0113301,acc_com_radio,4896,Radio,,Access to Communication,
,Khijidemba Gaunpalika,OKHALDHUNGA,Khijidemba,Gaunpalika,1,13,115,10404,524 1 13 4 001,NP0113401,acc_com_radio,2276,Radio,,Access to Communication,
,Likhu Gaunpalika,OKHALDHUNGA,Likhu,Gaunpalika,1,13,116,10405,524 1 13 4 002,NP0113402,acc_com_radio,2037,Radio,,Access to Communication,
,Molung Gaunpalika,OKHALDHUNGA,Molung,Gaunpalika,1,13,118,10403,524 1 13 4 003,NP0113403,acc_com_radio,2650,Radio,,Access to Communication,
,Champadevi Gaunpalika,OKHALDHUNGA,Champadevi,Gaunpalika,1,13,113,10406,524 1 13 4 004,NP0113404,acc_com_radio,2609,Radio,,Access to Communication,
,Sunkoshi Gaunpalika,OKHALDHUNGA,Sunkoshi,Gaunpalika,1,13,120,10407,524 1 13 4 005,NP0113405,acc_com_radio,2542,Radio,,Access to Communication,
,Chisankhugadhi Gaunpalika,OKHALDHUNGA,Chisankhugadhi,Gaunpalika,1,13,114,10401,524 1 13 4 006,NP0113406,acc_com_radio,2454,Radio,,Access to Communication,
,Manebhanjyang Gaunpalika,OKHALDHUNGA,Manebhanjyang,Gaunpalika,1,13,117,10408,524 1 13 4 007,NP0113407,acc_com_radio,2914,Radio,,Access to Communication,
,Katari Nagarpalika,UDAYAPUR,Katari,Nagarpalika,1,14,133,11407,524 1 14 3 001,NP0114301,acc_com_radio,5068,Radio,,Access to Communication,
,Triyuga Nagarpalika,UDAYAPUR,Triyuga,Nagarpalika,1,14,137,11403,524 1 14 3 002,NP0114302,acc_com_radio,8312,Radio,,Access to Communication,
,Chaudandigadhi Nagarpalika,UDAYAPUR,Chaudandigadhi,Nagarpalika,1,14,132,11402,524 1 14 3 003,NP0114303,acc_com_radio,4736,Radio,,Access to Communication,
,Belaka Nagarpalika,UDAYAPUR,Belaka,Nagarpalika,1,14,131,11401,524 1 14 3 004,NP0114304,acc_com_radio,4139,Radio,,Access to Communication,
,Tapli Gaunpalika,UDAYAPUR,Tapli,Gaunpalika,1,14,136,11406,524 1 14 4 001,NP0114401,acc_com_radio,1564,Radio,,Access to Communication,
,Sunkoshi Gaunpalika,UDAYAPUR,Sunkoshi,Gaunpalika,1,14,135,10407,524 1 14 4 002,NP0114402,acc_com_radio,1326,Radio,,Access to Communication,
,Udayapurgadhi Gaunpalika,UDAYAPUR,Udayapurgadhi,Gaunpalika,1,14,138,11408,524 1 14 4 003,NP0114403,acc_com_radio,2906,Radio,,Access to Communication,
,Rautamai Gaunpalika,UDAYAPUR,Rautamai,Gaunpalika,1,14,134,11404,524 1 14 4 004,NP0114404,acc_com_radio,2219,Radio,,Access to Communication,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,UDAYAPUR,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,14,139,99980,524 1 14 5 995,NP0114595,acc_com_radio,0,Radio,,Access to Communication,
,Surunga Nagarpalika,SAPTARI,Surunga,Nagarpalika,2,15,155,20107,524 2 15 3 001,NP0215301,acc_com_radio,3588,Radio,,Access to Communication,
,Khadak Nagarpalika,SAPTARI,Khadak,Nagarpalika,2,15,149,20106,524 2 15 3 002,NP0215302,acc_com_radio,2520,Radio,,Access to Communication,
,Shambhunath Nagarpalika,SAPTARI,Shambhunath,Nagarpalika,2,15,154,20105,524 2 15 3 003,NP0215303,acc_com_radio,2471,Radio,,Access to Communication,
,Saptakoshi Nagarpalika,SAPTARI,Saptakoshi,Nagarpalika,2,15,153,20101,524 2 15 3 004,NP0215304,acc_com_radio,1481,Radio,,Access to Communication,
,Kanchanrup Nagarpalika,SAPTARI,Kanchanrup,Nagarpalika,2,15,148,20102,524 2 15 3 005,NP0215305,acc_com_radio,3787,Radio,,Access to Communication,
,Bode Barsain Nagarpalika,SAPTARI,Bode Barsain,Nagarpalika,2,15,144,20109,524 2 15 3 006,NP0215306,acc_com_radio,3124,Radio,,Access to Communication,
,Dakneshwori Nagarpalika,SAPTARI,Dakneshwori,Nagarpalika,2,15,146,20110,524 2 15 3 007,NP0215307,acc_com_radio,3138,Radio,,Access to Communication,
,Rajbiraj Nagarpalika,SAPTARI,Rajbiraj,Nagarpalika,2,15,151,20113,524 2 15 3 008,NP0215308,acc_com_radio,6661,Radio,,Access to Communication,
,Hanumannagar Kankalini Nagarpalika,SAPTARI,Hanumannagar Kankalini,Nagarpalika,2,15,147,20116,524 2 15 3 009,NP0215309,acc_com_radio,3108,Radio,,Access to Communication,
,Rupani Gaunpalika,SAPTARI,Rupani,Gaunpalika,2,15,152,20104,524 2 15 4 001,NP0215401,acc_com_radio,1636,Radio,,Access to Communication,
,Agnisair Krishna Savaran Gaunpalika,SAPTARI,Agnisair Krishna Savaran,Gaunpalika,2,15,140,20103,524 2 15 4 002,NP0215402,acc_com_radio,1870,Radio,,Access to Communication,
,Tirahut Gaunpalika,SAPTARI,Tirahut,Gaunpalika,2,15,157,20115,524 2 15 4 003,NP0215403,acc_com_radio,1498,Radio,,Access to Communication,
,Balan Bihul Gaunpalika,SAPTARI,Balan Bihul,Gaunpalika,2,15,141,20108,524 2 15 4 004,NP0215404,acc_com_radio,1917,Radio,,Access to Communication,
,Mahadeva Gaunpalika,SAPTARI,Mahadeva,Gaunpalika,2,15,150,20114,524 2 15 4 005,NP0215405,acc_com_radio,1508,Radio,,Access to Communication,
,Belhi Chapena Gaunpalika,SAPTARI,Belhi Chapena,Gaunpalika,2,15,142,20111,524 2 15 4 006,NP0215406,acc_com_radio,2192,Radio,,Access to Communication,
,Bishnupur Gaunpalika,SAPTARI,Bishnupur,Gaunpalika,2,15,143,20112,524 2 15 4 007,NP0215407,acc_com_radio,1528,Radio,,Access to Communication,
,Chhinnamasta Gaunpalika,SAPTARI,Chhinnamasta,Gaunpalika,2,15,145,20118,524 2 15 4 008,NP0215408,acc_com_radio,1720,Radio,,Access to Communication,
,Tilathi Koiladi Gaunpalika,SAPTARI,Tilathi Koiladi,Gaunpalika,2,15,156,20117,524 2 15 4 009,NP0215409,acc_com_radio,1894,Radio,,Access to Communication,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SAPTARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,2,15,158,99981,524 2 15 5 995,NP0215595,acc_com_radio,0,Radio,,Access to Communication,
