objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year
,Chulachuli Gaunpalika,ILAM,Chulachuli,Gaunpalika,1,3,18,11007,524 1 03 4 004,NP0103404,nu_of_p_f,11168,Female_Pop,,Number_of_Pop,
,Mangsebung Gaunpalika,ILAM,Mangsebung,Gaunpalika,1,3,24,11006,524 1 03 4 005,NP0103405,nu_of_p_f,9454,Female_Pop,,Number_of_Pop,
,Rong Gaunpalika,ILAM,Rong,Gaunpalika,1,3,25,11010,524 1 03 4 006,NP0103406,nu_of_p_f,9746,Female_Pop,,Number_of_Pop,
,Damak Nagarpalika,JHAPA,Damak,Nagarpalika,1,4,33,11107,524 1 04 3 001,NP0104301,nu_of_p_f,39664,Female_Pop,,Number_of_Pop,
,Shivasataxi Nagarpalika,JHAPA,Shivasataxi,Nagarpalika,1,4,42,11105,524 1 04 3 002,NP0104302,nu_of_p_f,34881,Female_Pop,,Number_of_Pop,
,Kankai Nagarpalika,JHAPA,Kankai,Nagarpalika,1,4,40,11104,524 1 04 3 003,NP0104303,nu_of_p_f,21605,Female_Pop,,Number_of_Pop,
,Arjundhara Nagarpalika,JHAPA,Arjundhara,Nagarpalika,1,4,28,11103,524 1 04 3 004,NP0104304,nu_of_p_f,31780,Female_Pop,,Number_of_Pop,
,Mechinagar Nagarpalika,JHAPA,Mechinagar,Nagarpalika,1,4,41,11101,524 1 04 3 005,NP0104305,nu_of_p_f,58741,Female_Pop,,Number_of_Pop,
,Gauradhaha Nagarpalika,JHAPA,Gauradhaha,Nagarpalika,1,4,34,11108,524 1 04 3 006,NP0104306,nu_of_p_f,28097,Female_Pop,,Number_of_Pop,
,Birtamod Nagarpalika,JHAPA,Birtamod,Nagarpalika,1,4,31,11112,524 1 04 3 007,NP0104307,nu_of_p_f,42130,Female_Pop,,Number_of_Pop,
,Bhadrapur Nagarpalika,JHAPA,Bhadrapur,Nagarpalika,1,4,30,11114,524 1 04 3 008,NP0104308,nu_of_p_f,34575,Female_Pop,,Number_of_Pop,
,Kamal Gaunpalika,JHAPA,Kamal,Gaunpalika,1,4,39,11106,524 1 04 4 001,NP0104401,nu_of_p_f,24069,Female_Pop,,Number_of_Pop,
,Buddhashanti Gaunpalika,JHAPA,Buddhashanti,Gaunpalika,1,4,32,11102,524 1 04 4 002,NP0104402,nu_of_p_f,21943,Female_Pop,,Number_of_Pop,
,Gauriganj Gaunpalika,JHAPA,Gauriganj,Gaunpalika,1,4,35,11109,524 1 04 4 003,NP0104403,nu_of_p_f,17096,Female_Pop,,Number_of_Pop,
,Jhapa Gaunpalika,JHAPA,Jhapa,Gaunpalika,1,4,37,11110,524 1 04 4 004,NP0104404,nu_of_p_f,17898,Female_Pop,,Number_of_Pop,
,Barhadashi Gaunpalika,JHAPA,Barhadashi,Gaunpalika,1,4,29,11111,524 1 04 4 005,NP0104405,nu_of_p_f,17943,Female_Pop,,Number_of_Pop,
,Haldibari Gaunpalika,JHAPA,Haldibari,Gaunpalika,1,4,36,11113,524 1 04 4 006,NP0104406,nu_of_p_f,15613,Female_Pop,,Number_of_Pop,
,Kachankawal Gaunpalika,JHAPA,Kachankawal,Gaunpalika,1,4,38,11115,524 1 04 4 007,NP0104407,nu_of_p_f,20831,Female_Pop,,Number_of_Pop,
,Biratnagar Mahanagarpalika,MORANG,Biratnagar,Mahanagarpalika,1,5,44,11214,524 1 05 1 001,NP0105101,nu_of_p_f,105836,Female_Pop,,Number_of_Pop,
,Letang Nagarpalika,MORANG,Letang,Nagarpalika,1,5,52,11202,524 1 05 3 001,NP0105301,nu_of_p_f,17703,Female_Pop,,Number_of_Pop,
,Sundarharaicha Nagarpalika,MORANG,Sundarharaicha,Nagarpalika,1,5,57,11204,524 1 05 3 002,NP0105302,nu_of_p_f,42824,Female_Pop,,Number_of_Pop,
,Belbari Nagarpalika,MORANG,Belbari,Nagarpalika,1,5,43,11205,524 1 05 3 003,NP0105303,nu_of_p_f,35781,Female_Pop,,Number_of_Pop,
,Patahrishanishchare Nagarpalika,MORANG,Patahrishanishchare,Nagarpalika,1,5,54,11207,524 1 05 3 004,NP0105304,nu_of_p_f,33376,Female_Pop,,Number_of_Pop,
,Uralabari Nagarpalika,MORANG,Uralabari,Nagarpalika,1,5,59,11208,524 1 05 3 005,NP0105305,nu_of_p_f,29548,Female_Pop,,Number_of_Pop,
,Rangeli Nagarpalika,MORANG,Rangeli,Nagarpalika,1,5,55,11211,524 1 05 3 006,NP0105306,nu_of_p_f,26932,Female_Pop,,Number_of_Pop,
,Sunwarshi Nagarpalika,MORANG,Sunwarshi,Nagarpalika,1,5,58,11210,524 1 05 3 007,NP0105307,nu_of_p_f,25801,Female_Pop,,Number_of_Pop,
,Ratuwamai Nagarpalika,MORANG,Ratuwamai,Nagarpalika,1,5,56,11209,524 1 05 3 008,NP0105308,nu_of_p_f,29045,Female_Pop,,Number_of_Pop,
,Kerabari Gaunpalika,MORANG,Kerabari,Gaunpalika,1,5,51,11203,524 1 05 4 001,NP0105401,nu_of_p_f,16620,Female_Pop,,Number_of_Pop,
,Miklajung Gaunpalika,MORANG,Miklajung,Gaunpalika,1,5,53,10908,524 1 05 4 002,NP0105402,nu_of_p_f,15550,Female_Pop,,Number_of_Pop,
,Kanepokhari Gaunpalika,MORANG,Kanepokhari,Gaunpalika,1,5,49,11206,524 1 05 4 003,NP0105403,nu_of_p_f,20546,Female_Pop,,Number_of_Pop,
,Budhiganga Gaunpalika,MORANG,Budhiganga,Gaunpalika,1,5,45,11213,524 1 05 4 004,NP0105404,nu_of_p_f,20869,Female_Pop,,Number_of_Pop,
,Gramthan Gaunpalika,MORANG,Gramthan,Gaunpalika,1,5,47,11212,524 1 05 4 005,NP0105405,nu_of_p_f,17032,Female_Pop,,Number_of_Pop,
,Katahari Gaunpalika,MORANG,Katahari,Gaunpalika,1,5,50,11215,524 1 05 4 006,NP0105406,nu_of_p_f,19576,Female_Pop,,Number_of_Pop,
,Jahada Gaunpalika,MORANG,Jahada,Gaunpalika,1,5,48,11217,524 1 05 4 007,NP0105407,nu_of_p_f,20701,Female_Pop,,Number_of_Pop,
,Dhanpalthan Gaunpalika,MORANG,Dhanpalthan,Gaunpalika,1,5,46,11216,524 1 05 4 008,NP0105408,nu_of_p_f,19935,Female_Pop,,Number_of_Pop,
,Dharan Upamahanagarpalika,SUNSARI,Dharan,Upamahanagarpalika,1,6,64,11301,524 1 06 2 001,NP0106201,nu_of_p_f,73034,Female_Pop,,Number_of_Pop,
,Itahari Upamahanagarpalika,SUNSARI,Itahari,Upamahanagarpalika,1,6,69,11306,524 1 06 2 002,NP0106202,nu_of_p_f,73951,Female_Pop,,Number_of_Pop,
,Barah Nagarpalika,SUNSARI,Barah,Nagarpalika,1,6,60,11302,524 1 06 3 001,NP0106301,nu_of_p_f,41846,Female_Pop,,Number_of_Pop,
,Ramdhuni Nagarpalika,SUNSARI,Ramdhuni,Nagarpalika,1,6,71,11305,524 1 06 3 002,NP0106302,nu_of_p_f,27738,Female_Pop,,Number_of_Pop,
,Inaruwa Nagarpalika,SUNSARI,Inaruwa,Nagarpalika,1,6,68,11309,524 1 06 3 003,NP0106303,nu_of_p_f,32398,Female_Pop,,Number_of_Pop,
,Duhabi Nagarpalika,SUNSARI,Duhabi,Nagarpalika,1,6,65,11307,524 1 06 3 004,NP0106304,nu_of_p_f,28109,Female_Pop,,Number_of_Pop,
,Koshi Gaunpalika,SUNSARI,Koshi,Gaunpalika,1,6,70,11303,524 1 06 4 001,NP0106401,nu_of_p_f,21672,Female_Pop,,Number_of_Pop,
,Bhokraha Gaunpalika,SUNSARI,Bhokraha,Gaunpalika,1,6,62,11304,524 1 06 4 002,NP0106402,nu_of_p_f,20655,Female_Pop,,Number_of_Pop,
,Gadhi Gaunpalika,SUNSARI,Gadhi,Gaunpalika,1,6,66,11308,524 1 06 4 003,NP0106403,nu_of_p_f,17921,Female_Pop,,Number_of_Pop,
,Harinagara Gaunpalika,SUNSARI,Harinagara,Gaunpalika,1,6,67,11310,524 1 06 4 004,NP0106404,nu_of_p_f,20707,Female_Pop,,Number_of_Pop,
,Dewanganj Gaunpalika,SUNSARI,Dewanganj,Gaunpalika,1,6,63,11311,524 1 06 4 005,NP0106405,nu_of_p_f,17210,Female_Pop,,Number_of_Pop,
,Barju Gaunpalika,SUNSARI,Barju,Gaunpalika,1,6,61,11312,524 1 06 4 006,NP0106406,nu_of_p_f,15452,Female_Pop,,Number_of_Pop,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,SUNSARI,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,6,72,99979,524 1 06 5 995,NP0106595,nu_of_p_f,0,Female_Pop,,Number_of_Pop,
,Mahalaxmi Nagarpalika,DHANKUTA,Mahalaxmi,Nagarpalika,1,7,77,10701,524 1 07 3 001,NP0107301,nu_of_p_f,13463,Female_Pop,,Number_of_Pop,
,Pakhribas Nagarpalika,DHANKUTA,Pakhribas,Nagarpalika,1,7,78,10702,524 1 07 3 002,NP0107302,nu_of_p_f,12024,Female_Pop,,Number_of_Pop,
,Dhankuta Nagarpalika,DHANKUTA,Dhankuta,Nagarpalika,1,7,75,10704,524 1 07 3 003,NP0107303,nu_of_p_f,19452,Female_Pop,,Number_of_Pop,
,Khalsa Chhintang Shahidbhumi Gaunpalika,DHANKUTA,Khalsa Chhintang Shahidbhumi,Gaunpalika,1,7,76,10705,524 1 07 4 001,NP0107401,nu_of_p_f,9829,Female_Pop,,Number_of_Pop,
,Chhathar Jorpati Gaunpalika,DHANKUTA,Chhathar Jorpati,Gaunpalika,1,7,74,10703,524 1 07 4 002,NP0107402,nu_of_p_f,9976,Female_Pop,,Number_of_Pop,
,Sangurigadhi Gaunpalika,DHANKUTA,Sangurigadhi,Gaunpalika,1,7,79,10706,524 1 07 4 003,NP0107403,nu_of_p_f,11447,Female_Pop,,Number_of_Pop,
,Chaubise Gaunpalika,DHANKUTA,Chaubise,Gaunpalika,1,7,73,10707,524 1 07 4 004,NP0107404,nu_of_p_f,10560,Female_Pop,,Number_of_Pop,
,Laligurans Nagarpalika,TERHATHUM,Laligurans,Nagarpalika,1,8,82,10805,524 1 08 3 001,NP0108301,nu_of_p_f,9206,Female_Pop,,Number_of_Pop,
,Myanglung Nagarpalika,TERHATHUM,Myanglung,Nagarpalika,1,8,84,10804,524 1 08 3 002,NP0108302,nu_of_p_f,10550,Female_Pop,,Number_of_Pop,
,Menchayam Gaunpalika,TERHATHUM,Menchayam,Gaunpalika,1,8,83,10803,524 1 08 4 001,NP0108401,nu_of_p_f,4395,Female_Pop,,Number_of_Pop,
,Phedap Gaunpalika,TERHATHUM,Phedap,Gaunpalika,1,8,85,10802,524 1 08 4 002,NP0108402,nu_of_p_f,9579,Female_Pop,,Number_of_Pop,
,Aathrai Gaunpalika,TERHATHUM,Aathrai,Gaunpalika,1,8,80,10801,524 1 08 4 003,NP0108403,nu_of_p_f,11615,Female_Pop,,Number_of_Pop,
,Chhathar Gaunpalika,TERHATHUM,Chhathar,Gaunpalika,1,8,81,10806,524 1 08 4 004,NP0108404,nu_of_p_f,9036,Female_Pop,,Number_of_Pop,
,Khandbari Nagarpalika,SANKHUWASABHA,Khandbari,Nagarpalika,1,9,90,10206,524 1 09 3 001,NP0109301,nu_of_p_f,16467,Female_Pop,,Number_of_Pop,
,Panchakhapan Nagarpalika,SANKHUWASABHA,Panchakhapan,Nagarpalika,1,9,93,10207,524 1 09 3 002,NP0109302,nu_of_p_f,9378,Female_Pop,,Number_of_Pop,
,Chainpur Nagarpalika,SANKHUWASABHA,Chainpur,Nagarpalika,1,9,87,10208,524 1 09 3 003,NP0109303,nu_of_p_f,14638,Female_Pop,,Number_of_Pop,
,Dharmadevi Nagarpalika,SANKHUWASABHA,Dharmadevi,Nagarpalika,1,9,89,10210,524 1 09 3 004,NP0109304,nu_of_p_f,9843,Female_Pop,,Number_of_Pop,
,Madi Nagarpalika,SANKHUWASABHA,Madi,Nagarpalika,1,9,91,10209,524 1 09 3 005,NP0109305,nu_of_p_f,7847,Female_Pop,,Number_of_Pop,
,Makalu Gaunpalika,SANKHUWASABHA,Makalu,Gaunpalika,1,9,92,10202,524 1 09 4 001,NP0109401,nu_of_p_f,6782,Female_Pop,,Number_of_Pop,
,Bhotkhola Gaunpalika,SANKHUWASABHA,Bhotkhola,Gaunpalika,1,9,86,10201,524 1 09 4 002,NP0109402,nu_of_p_f,3372,Female_Pop,,Number_of_Pop,
,Silichong Gaunpalika,SANKHUWASABHA,Silichong,Gaunpalika,1,9,95,10203,524 1 09 4 003,NP0109403,nu_of_p_f,6060,Female_Pop,,Number_of_Pop,
,Chichila Gaunpalika,SANKHUWASABHA,Chichila,Gaunpalika,1,9,88,10204,524 1 09 4 004,NP0109404,nu_of_p_f,3655,Female_Pop,,Number_of_Pop,
,Sabhapokhari Gaunpalika,SANKHUWASABHA,Sabhapokhari,Gaunpalika,1,9,94,10205,524 1 09 4 005,NP0109405,nu_of_p_f,5463,Female_Pop,,Number_of_Pop,
,Shadananda Nagarpalika,BHOJPUR,Shadananda,Nagarpalika,1,10,103,10601,524 1 10 3 001,NP0110301,nu_of_p_f,16681,Female_Pop,,Number_of_Pop,
,Bhojpur Nagarpalika,BHOJPUR,Bhojpur,Nagarpalika,1,10,98,10604,524 1 10 3 002,NP0110302,nu_of_p_f,14520,Female_Pop,,Number_of_Pop,
,Salpasilichho Gaunpalika,BHOJPUR,Salpasilichho,Gaunpalika,1,10,102,10602,524 1 10 4 001,NP0110401,nu_of_p_f,6846,Female_Pop,,Number_of_Pop,
,Tyamkemaiyung Gaunpalika,BHOJPUR,Tyamkemaiyung,Gaunpalika,1,10,104,10603,524 1 10 4 002,NP0110402,nu_of_p_f,9728,Female_Pop,,Number_of_Pop,
,Arun Gaunpalika,BHOJPUR,Arun,Gaunpalika,1,10,97,10605,524 1 10 4 003,NP0110403,nu_of_p_f,9560,Female_Pop,,Number_of_Pop,
,Ramprasad Rai Gaunpalika,BHOJPUR,Ramprasad Rai,Gaunpalika,1,10,101,10607,524 1 10 4 004,NP0110404,nu_of_p_f,10111,Female_Pop,,Number_of_Pop,
,Pauwadungma Gaunpalika,BHOJPUR,Pauwadungma,Gaunpalika,1,10,100,10606,524 1 10 4 005,NP0110405,nu_of_p_f,8276,Female_Pop,,Number_of_Pop,
,Aamchowk Gaunpalika,BHOJPUR,Aamchowk,Gaunpalika,1,10,96,10609,524 1 10 4 006,NP0110406,nu_of_p_f,9712,Female_Pop,,Number_of_Pop,
,Hatuwagadhi Gaunpalika,BHOJPUR,Hatuwagadhi,Gaunpalika,1,10,99,10608,524 1 10 4 007,NP0110407,nu_of_p_f,10922,Female_Pop,,Number_of_Pop,
,Solududhakunda Nagarpalika,SOLUKHUMBU,Solududhakunda,Nagarpalika,1,11,111,10307,524 1 11 3 001,NP0111301,nu_of_p_f,10772,Female_Pop,,Number_of_Pop,
,Khumbupasanglahmu Gaunpalika,SOLUKHUMBU,Khumbupasanglahmu,Gaunpalika,1,11,107,10301,524 1 11 4 001,NP0111401,nu_of_p_f,4496,Female_Pop,,Number_of_Pop,
,Mahakulung Gaunpalika,SOLUKHUMBU,Mahakulung,Gaunpalika,1,11,109,10302,524 1 11 4 002,NP0111402,nu_of_p_f,5833,Female_Pop,,Number_of_Pop,
,Likhupike Gaunpalika,SOLUKHUMBU,Likhupike,Gaunpalika,1,11,108,10308,524 1 11 4 003,NP0111403,nu_of_p_f,2876,Female_Pop,,Number_of_Pop,
,Dudhkoshi Gaunpalika,SOLUKHUMBU,Dudhkoshi,Gaunpalika,1,11,106,10304,524 1 11 4 004,NP0111404,nu_of_p_f,6885,Female_Pop,,Number_of_Pop,
,Nechasalyan Gaunpalika,SOLUKHUMBU,Nechasalyan,Gaunpalika,1,11,110,10306,524 1 11 4 005,NP0111405,nu_of_p_f,8615,Female_Pop,,Number_of_Pop,
,Dudhkaushika Gaunpalika,SOLUKHUMBU,Dudhkaushika,Gaunpalika,1,11,105,10305,524 1 11 4 006,NP0111406,nu_of_p_f,10241,Female_Pop,,Number_of_Pop,
,Sotang Gaunpalika,SOLUKHUMBU,Sotang,Gaunpalika,1,11,112,10303,524 1 11 4 007,NP0111407,nu_of_p_f,4830,Female_Pop,,Number_of_Pop,
,Halesi Tuwachung Nagarpalika,KHOTANG,Halesi Tuwachung,Nagarpalika,1,12,124,10504,524 1 12 3 001,NP0112301,nu_of_p_f,15539,Female_Pop,,Number_of_Pop,
,Rupakot Majhuwagadhi Nagarpalika,KHOTANG,Rupakot Majhuwagadhi,Nagarpalika,1,12,129,10505,524 1 12 3 002,NP0112302,nu_of_p_f,25304,Female_Pop,,Number_of_Pop,
,Ainselukhark Gaunpalika,KHOTANG,Ainselukhark,Gaunpalika,1,12,121,10502,524 1 12 4 001,NP0112401,nu_of_p_f,8641,Female_Pop,,Number_of_Pop,
,Kepilasagadhi Gaunpalika,KHOTANG,Kepilasagadhi,Gaunpalika,1,12,126,10501,524 1 12 4 002,NP0112402,nu_of_p_f,7965,Female_Pop,,Number_of_Pop,
,Lamidanda Gaunpalika,KHOTANG,Lamidanda,Gaunpalika,1,12,128,10503,524 1 12 4 003,NP0112403,nu_of_p_f,7191,Female_Pop,,Number_of_Pop,
,Diprung Gaunpalika,KHOTANG,Diprung,Gaunpalika,1,12,123,10507,524 1 12 4 004,NP0112404,nu_of_p_f,10818,Female_Pop,,Number_of_Pop,
,Sakela Gaunpalika,KHOTANG,Sakela,Gaunpalika,1,12,130,10506,524 1 12 4 005,NP0112405,nu_of_p_f,6131,Female_Pop,,Number_of_Pop,
,Khotehang Gaunpalika,KHOTANG,Khotehang,Gaunpalika,1,12,127,10508,524 1 12 4 006,NP0112406,nu_of_p_f,12025,Female_Pop,,Number_of_Pop,
,Barahapokhari Gaunpalika,KHOTANG,Barahapokhari,Gaunpalika,1,12,122,10510,524 1 12 4 007,NP0112407,nu_of_p_f,7518,Female_Pop,,Number_of_Pop,
,Jantedhunga Gaunpalika,KHOTANG,Jantedhunga,Gaunpalika,1,12,125,10509,524 1 12 4 008,NP0112408,nu_of_p_f,8024,Female_Pop,,Number_of_Pop,
,Siddhicharan Nagarpalika,OKHALDHUNGA,Siddhicharan,Nagarpalika,1,13,119,10402,524 1 13 3 001,NP0113301,nu_of_p_f,15370,Female_Pop,,Number_of_Pop,
,Khijidemba Gaunpalika,OKHALDHUNGA,Khijidemba,Gaunpalika,1,13,115,10404,524 1 13 4 001,NP0113401,nu_of_p_f,7833,Female_Pop,,Number_of_Pop,
,Likhu Gaunpalika,OKHALDHUNGA,Likhu,Gaunpalika,1,13,116,10405,524 1 13 4 002,NP0113402,nu_of_p_f,7527,Female_Pop,,Number_of_Pop,
,Molung Gaunpalika,OKHALDHUNGA,Molung,Gaunpalika,1,13,118,10403,524 1 13 4 003,NP0113403,nu_of_p_f,8712,Female_Pop,,Number_of_Pop,
,Champadevi Gaunpalika,OKHALDHUNGA,Champadevi,Gaunpalika,1,13,113,10406,524 1 13 4 004,NP0113404,nu_of_p_f,10092,Female_Pop,,Number_of_Pop,
,Sunkoshi Gaunpalika,OKHALDHUNGA,Sunkoshi,Gaunpalika,1,13,120,10407,524 1 13 4 005,NP0113405,nu_of_p_f,10009,Female_Pop,,Number_of_Pop,
,Chisankhugadhi Gaunpalika,OKHALDHUNGA,Chisankhugadhi,Gaunpalika,1,13,114,10401,524 1 13 4 006,NP0113406,nu_of_p_f,8228,Female_Pop,,Number_of_Pop,
,Manebhanjyang Gaunpalika,OKHALDHUNGA,Manebhanjyang,Gaunpalika,1,13,117,10408,524 1 13 4 007,NP0113407,nu_of_p_f,11476,Female_Pop,,Number_of_Pop,
,Katari Nagarpalika,UDAYAPUR,Katari,Nagarpalika,1,14,133,11407,524 1 14 3 001,NP0114301,nu_of_p_f,29564,Female_Pop,,Number_of_Pop,
,Triyuga Nagarpalika,UDAYAPUR,Triyuga,Nagarpalika,1,14,137,11403,524 1 14 3 002,NP0114302,nu_of_p_f,46336,Female_Pop,,Number_of_Pop,
,Chaudandigadhi Nagarpalika,UDAYAPUR,Chaudandigadhi,Nagarpalika,1,14,132,11402,524 1 14 3 003,NP0114303,nu_of_p_f,26492,Female_Pop,,Number_of_Pop,
,Belaka Nagarpalika,UDAYAPUR,Belaka,Nagarpalika,1,14,131,11401,524 1 14 3 004,NP0114304,nu_of_p_f,22781,Female_Pop,,Number_of_Pop,
,Tapli Gaunpalika,UDAYAPUR,Tapli,Gaunpalika,1,14,136,11406,524 1 14 4 001,NP0114401,nu_of_p_f,7633,Female_Pop,,Number_of_Pop,
,Sunkoshi Gaunpalika,UDAYAPUR,Sunkoshi,Gaunpalika,1,14,135,10407,524 1 14 4 002,NP0114402,nu_of_p_f,6330,Female_Pop,,Number_of_Pop,
,Udayapurgadhi Gaunpalika,UDAYAPUR,Udayapurgadhi,Gaunpalika,1,14,138,11408,524 1 14 4 003,NP0114403,nu_of_p_f,16230,Female_Pop,,Number_of_Pop,
,Rautamai Gaunpalika,UDAYAPUR,Rautamai,Gaunpalika,1,14,134,11404,524 1 14 4 004,NP0114404,nu_of_p_f,12302,Female_Pop,,Number_of_Pop,
,Koshi Tappu Wildlife Reserve Wildlife Reserve,UDAYAPUR,Koshi Tappu Wildlife Reserve,Wildlife Reserve,1,14,139,99980,524 1 14 5 995,NP0114595,nu_of_p_f,0,Female_Pop,,Number_of_Pop,
,Surunga Nagarpalika,SAPTARI,Surunga,Nagarpalika,2,15,155,20107,524 2 15 3 001,NP0215301,nu_of_p_f,23435,Female_Pop,,Number_of_Pop,
,Khadak Nagarpalika,SAPTARI,Khadak,Nagarpalika,2,15,149,20106,524 2 15 3 002,NP0215302,nu_of_p_f,24060,Female_Pop,,Number_of_Pop,
,Shambhunath Nagarpalika,SAPTARI,Shambhunath,Nagarpalika,2,15,154,20105,524 2 15 3 003,NP0215303,nu_of_p_f,18437,Female_Pop,,Number_of_Pop,
,Saptakoshi Nagarpalika,SAPTARI,Saptakoshi,Nagarpalika,2,15,153,20101,524 2 15 3 004,NP0215304,nu_of_p_f,11113,Female_Pop,,Number_of_Pop,
,Kanchanrup Nagarpalika,SAPTARI,Kanchanrup,Nagarpalika,2,15,148,20102,524 2 15 3 005,NP0215305,nu_of_p_f,27335,Female_Pop,,Number_of_Pop,
,Bode Barsain Nagarpalika,SAPTARI,Bode Barsain,Nagarpalika,2,15,144,20109,524 2 15 3 006,NP0215306,nu_of_p_f,21910,Female_Pop,,Number_of_Pop,
,Dakneshwori Nagarpalika,SAPTARI,Dakneshwori,Nagarpalika,2,15,146,20110,524 2 15 3 007,NP0215307,nu_of_p_f,22067,Female_Pop,,Number_of_Pop,
,Rajbiraj Nagarpalika,SAPTARI,Rajbiraj,Nagarpalika,2,15,151,20113,524 2 15 3 008,NP0215308,nu_of_p_f,33304,Female_Pop,,Number_of_Pop,
,Hanumannagar Kankalini Nagarpalika,SAPTARI,Hanumannagar Kankalini,Nagarpalika,2,15,147,20116,524 2 15 3 009,NP0215309,nu_of_p_f,23009,Female_Pop,,Number_of_Pop,
